frame,timestamp,hs_crop_source,composite_fear,hs_dominant,mp_ctx_tag,mp_velocity_tag,agreement_tag,veto_tag,hs_fear,hs_arousal,hs_dominant_score,mp_tension,mp_startle_score,f0,f1,f2,f3,f4,f5,f6,smoothed_composite,onset_slope,event_status,is_neutral_frame,mp_face_valence,mp_smile_level,mp_browDownLeft,mp_browDownRight,mp_browInnerUp,mp_eyeWideLeft,mp_eyeWideRight,mp_eyeSquintLeft,mp_eyeSquintRight,mp_mouthPressLeft,mp_mouthPressRight,mp_mouthFrownLeft,mp_mouthFrownRight,mp_mouthSmileLeft,mp_mouthSmileRight,mp_jawOpen,mp_noseSneerLeft,mp_noseSneerRight,mp_cheekSquintLeft,mp_cheekSquintRight,mp_vel_eyeWideLeft,mp_vel_eyeWideRight,mp_vel_browInnerUp,mp_vel_jawOpen,mp_vel_mouthPressLeft,mp_vel_mouthPressRight,mp_tension_velocity,hs_anger,hs_contempt,hs_disgust,hs_fear,hs_happiness,hs_neutral,hs_sadness,hs_surprise,mp_face_detected,hs_face_detected,latency_ms,cpu_percent,ram_mb
76,2.533,haar,0.1215,Anger,CONC,---,AMBIGUOUS,---,0.0013,0.1784,0.6422,0.0361,0.0010,0.1215,0.0152,0.0152,0.0471,0.0000,0.0115,0.0054,0.0280,-0.000537,IDLE,0,-0.1394,0.0000,0.0743,0.2021,0.0009,0.0056,0.0040,0.5201,0.3788,0.0154,0.0092,0.0011,0.0013,0.0000,0.0000,0.0093,0.0000,0.0000,0.0000,0.0000,0.0006,0.0003,0.0010,0.0000,0.0000,0.0000,0.0000,0.6422,0.0054,0.0009,0.0013,0.0001,0.1494,0.1994,0.0014,1,1,20.3,83.3,343.2
77,2.567,haar,0.1214,Anger,CONC,---,AMBIGUOUS,---,0.0013,0.1784,0.6422,0.0358,0.0006,0.1214,0.0151,0.0151,0.0471,0.0000,0.0114,0.0054,0.0272,-0.000546,IDLE,0,-0.1395,0.0000,0.0738,0.2028,0.0009,0.0056,0.0040,0.5192,0.3768,0.0148,0.0092,0.0011,0.0013,0.0000,0.0000,0.0093,0.0000,0.0000,0.0000,0.0000,0.0000,0.0006,0.0000,0.0000,0.0000,0.0000,0.0000,0.6422,0.0054,0.0009,0.0013,0.0001,0.1494,0.1994,0.0014,1,1,20.4,83.3,343.2
78,2.600,haar,0.1422,Anger,CONC,---,AMBIGUOUS,---,0.0010,0.2131,0.6858,0.0360,0.0121,0.1422,0.0150,0.0151,0.0539,0.0000,0.0115,0.0047,0.0265,-0.000554,IDLE,0,-0.1415,0.0000,0.0772,0.2036,0.0008,0.0054,0.0039,0.5188,0.3760,0.0152,0.0094,0.0010,0.0012,0.0000,0.0000,0.0092,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0121,0.0051,0.0040,0.6858,0.0073,0.0006,0.0010,0.0001,0.1625,0.1410,0.0017,1,1,17.6,83.3,343.2
79,2.633,haar,0.1698,Anger,CONC,---,AMBIGUOUS,---,0.0013,0.2591,0.7356,0.0359,0.0020,0.1698,0.0151,0.0152,0.0632,0.0000,0.0115,0.0040,0.0257,-0.000563,IDLE,0,-0.1404,0.0000,0.0770,0.2015,0.0008,0.0054,0.0039,0.5182,0.3768,0.0150,0.0094,0.0010,0.0012,0.0000,0.0000,0.0092,0.0000,0.0000,0.0000,0.0000,0.0000,0.0004,0.0001,0.0004,0.0000,0.0020,0.0000,0.7356,0.0075,0.0008,0.0013,0.0001,0.1420,0.1112,0.0015,1,1,20.5,83.3,343.2
80,2.667,haar,0.1698,Anger,CONC,---,AMBIGUOUS,---,0.0013,0.2591,0.7356,0.0358,0.0006,0.1698,0.0151,0.0152,0.0632,0.0000,0.0114,0.0040,0.0249,-0.000570,IDLE,0,-0.1399,0.0000,0.0772,0.2005,0.0008,0.0054,0.0039,0.5190,0.3764,0.0149,0.0094,0.0009,0.0012,0.0000,0.0000,0.0092,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0006,0.0000,0.0000,0.0000,0.7356,0.0075,0.0008,0.0013,0.0001,0.1420,0.1112,0.0015,1,1,20.7,83.3,343.2
81,2.700,haar,0.2029,Anger,---,---,AMBIGUOUS,---,0.0013,0.2463,0.7115,0.1377,0.0040,0.2029,0.0559,0.0559,0.0912,0.0000,0.0420,0.0161,0.0249,-0.000500,IDLE,0,-0.1344,0.0000,0.0715,0.1952,0.0009,0.0054,0.0039,0.5213,0.3760,0.0142,0.0095,0.0009,0.0012,0.0000,0.0000,0.0093,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000,0.0007,0.0019,0.0000,0.0040,3.0566,0.7115,0.0085,0.0012,0.0013,0.0001,0.1442,0.1317,0.0015,1,1,25.1,83.3,343.2
82,2.733,haar,0.1695,Anger,---,---,AMBIGUOUS,---,0.0015,0.1910,0.6664,0.1373,0.0202,0.1695,0.0558,0.0558,0.0801,0.0000,0.0423,0.0186,0.0249,-0.000433,IDLE,0,-0.1336,0.0000,0.0703,0.1947,0.0009,0.0053,0.0038,0.5208,0.3744,0.0138,0.0102,0.0010,0.0013,0.0000,0.0000,0.0087,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000,0.0202,0.0000,0.6664,0.0053,0.0006,0.0015,0.0001,0.1858,0.1389,0.0014,1,1,19.3,83.3,343.2
83,2.767,haar,0.1692,Anger,---,---,AMBIGUOUS,---,0.0015,0.1910,0.6664,0.1365,0.0051,0.1692,0.0555,0.0555,0.0799,0.0000,0.0418,0.0185,0.0249,-0.000451,IDLE,0,-0.1304,0.0000,0.0680,0.1902,0.0009,0.0053,0.0038,0.5224,0.3732,0.0138,0.0104,0.0011,0.0015,0.0000,0.0000,0.0083,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010,0.0000,0.0000,0.0051,0.0000,0.6664,0.0053,0.0006,0.0015,0.0001,0.1858,0.1389,0.0014,1,1,21.8,83.3,343.2
84,2.800,haar,0.1660,Anger,---,---,AMBIGUOUS,---,0.0020,0.1855,0.6530,0.1368,0.0062,0.1660,0.0559,0.0559,0.0791,0.0000,0.0422,0.0194,0.0249,-0.000386,IDLE,0,-0.1327,0.0000,0.0677,0.1953,0.0010,0.0052,0.0036,0.5213,0.3747,0.0131,0.0103,0.0010,0.0014,0.0000,0.0000,0.0085,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0017,0.0062,0.0000,0.0000,0.0101,0.6530,0.0053,0.0009,0.0020,0.0001,0.1754,0.1615,0.0019,1,1,19.5,83.3,343.2
85,2.833,haar,0.2154,Anger,---,---,AMBIGUOUS,---,0.0015,0.2687,0.7412,0.1355,0.0229,0.2154,0.0551,0.0551,0.0952,0.0000,0.0419,0.0143,0.0248,-0.000316,IDLE,0,-0.1200,0.0000,0.0610,0.1766,0.0010,0.0050,0.0033,0.5284,0.3872,0.0116,0.0110,0.0010,0.0014,0.0000,0.0000,0.0087,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0024,0.0052,0.0000,0.0229,0.0000,0.7412,0.0044,0.0014,0.0015,0.0001,0.1273,0.1223,0.0017,1,1,19.0,83.3,343.2
86,2.867,haar,0.2157,Anger,---,---,AMBIGUOUS,---,0.0015,0.2687,0.7412,0.1361,0.0033,0.2157,0.0554,0.0554,0.0953,0.0000,0.0417,0.0143,0.0248,-0.000245,IDLE,0,-0.1209,0.0000,0.0616,0.1778,0.0010,0.0048,0.0032,0.5285,0.3926,0.0112,0.0111,0.0010,0.0014,0.0000,0.0000,0.0087,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000,0.0033,0.0192,0.7412,0.0044,0.0014,0.0015,0.0001,0.1273,0.1223,0.0017,1,1,19.7,83.3,343.2
87,2.900,haar,0.2118,Anger,---,---,AMBIGUOUS,---,0.0012,0.2593,0.7067,0.1406,0.0448,0.2118,0.0570,0.0570,0.0946,0.0000,0.0437,0.0167,0.0248,-0.000173,IDLE,0,-0.1316,0.0000,0.0675,0.1935,0.0009,0.0044,0.0030,0.5409,0.3963,0.0108,0.0126,0.0010,0.0013,0.0000,0.0000,0.0089,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0057,0.0000,0.0448,0.1338,0.7067,0.0055,0.0009,0.0012,0.0001,0.1462,0.1382,0.0012,1,1,19.7,81.7,343.3
88,2.933,haar,0.1771,Anger,CONC,---,AMBIGUOUS,---,0.0011,0.2712,0.7415,0.0360,0.0101,0.1771,0.0151,0.0151,0.0656,0.0000,0.0116,0.0039,0.0239,-0.000183,IDLE,0,-0.1431,0.0000,0.0638,0.2202,0.0008,0.0043,0.0027,0.5429,0.4006,0.0111,0.0121,0.0009,0.0013,0.0000,0.0000,0.0085,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0101,0.0000,0.0000,0.7415,0.0054,0.0010,0.0011,0.0001,0.1406,0.1091,0.0012,1,1,20.2,81.7,343.3
89,2.967,haar,0.1772,Anger,CONC,---,AMBIGUOUS,---,0.0011,0.2712,0.7415,0.0364,0.0155,0.1772,0.0152,0.0153,0.0657,0.0000,0.0118,0.0039,0.0230,-0.000192,IDLE,0,-0.1548,0.0000,0.0698,0.2378,0.0007,0.0042,0.0026,0.5409,0.4021,0.0116,0.0110,0.0009,0.0012,0.0000,0.0000,0.0087,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0063,0.0155,0.0000,0.0105,0.7415,0.0054,0.0010,0.0011,0.0001,0.1406,0.1091,0.0012,1,1,20.0,81.7,343.3
90,3.000,haar,0.1664,Anger,CONC,---,AMBIGUOUS,---,0.0010,0.2533,0.7303,0.0360,0.0371,0.1664,0.0150,0.0151,0.0619,0.0000,0.0120,0.0040,0.0222,-0.000279,IDLE,0,-0.1488,0.0000,0.0708,0.2255,0.0008,0.0043,0.0028,0.5533,0.4047,0.0100,0.0102,0.0006,0.0008,0.0000,0.0000,0.0100,0.0000,0.0000,0.0000,0.0000,0.0041,0.0049,0.0015,0.0371,0.0000,0.0000,0.0000,0.7303,0.0061,0.0008,0.0010,0.0001,0.1647,0.0958,0.0013,1,1,17.9,81.7,343.3
91,3.033,haar,0.1650,Anger,CONC,---,AMBIGUOUS,---,0.0008,0.2510,0.7178,0.0361,0.0413,0.1650,0.0149,0.0150,0.0614,0.0000,0.0121,0.0042,0.0222,-0.000279,IDLE,0,-0.1460,0.0000,0.0673,0.2237,0.0008,0.0043,0.0026,0.5554,0.4122,0.0090,0.0116,0.0004,0.0006,0.0000,0.0000,0.0100,0.0000,0.0000,0.0000,0.0000,0.0014,0.0000,0.0002,0.0000,0.0000,0.0413,0.0038,0.7178,0.0043,0.0005,0.0008,0.0001,0.1800,0.0954,0.0012,1,1,20.1,81.7,343.3
92,3.067,haar,0.1652,Anger,CONC,---,AMBIGUOUS,---,0.0008,0.2510,0.7178,0.0365,0.0204,0.1652,0.0151,0.0151,0.0615,0.0000,0.0118,0.0043,0.0221,-0.000278,IDLE,0,-0.1524,0.0000,0.0704,0.2335,0.0008,0.0043,0.0025,0.5538,0.4053,0.0094,0.0123,0.0004,0.0005,0.0000,0.0000,0.0095,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0137,0.0204,0.0097,0.7178,0.0043,0.0005,0.0008,0.0001,0.1800,0.0954,0.0012,1,1,20.8,81.7,343.3
93,3.100,haar,0.1725,Anger,CONC,---,AMBIGUOUS,---,0.0007,0.2635,0.6962,0.0360,0.0138,0.1725,0.0148,0.0149,0.0639,0.0000,0.0114,0.0045,0.0221,-0.000274,IDLE,0,-0.1480,0.0000,0.0757,0.2197,0.0008,0.0045,0.0027,0.5614,0.3974,0.0089,0.0113,0.0003,0.0004,0.0000,0.0000,0.0100,0.0000,0.0000,0.0000,0.0000,0.0072,0.0060,0.0008,0.0138,0.0000,0.0000,0.0000,0.6962,0.0091,0.0007,0.0007,0.0001,0.2185,0.0733,0.0012,1,1,20.1,81.7,343.3
94,3.133,haar,0.1726,Anger,CONC,---,AMBIGUOUS,---,0.0007,0.2635,0.6962,0.0361,0.0172,0.1726,0.0149,0.0150,0.0639,0.0000,0.0116,0.0045,0.0222,-0.000269,IDLE,0,-0.1504,0.0000,0.0819,0.2181,0.0008,0.0045,0.0027,0.5641,0.3893,0.0094,0.0114,0.0003,0.0004,0.0000,0.0000,0.0097,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0172,0.0019,0.0040,0.6962,0.0091,0.0007,0.0007,0.0001,0.2185,0.0733,0.0012,1,1,19.3,81.7,343.3
95,3.167,haar,0.1776,Anger,CONC,---,AMBIGUOUS,---,0.0005,0.2718,0.7162,0.0363,0.0094,0.1776,0.0148,0.0149,0.0655,0.0000,0.0114,0.0042,0.0222,-0.000263,IDLE,0,-0.1528,0.0000,0.0777,0.2273,0.0008,0.0047,0.0027,0.5683,0.3928,0.0093,0.0107,0.0003,0.0004,0.0000,0.0000,0.0101,0.0000,0.0000,0.0000,0.0000,0.0047,0.0028,0.0000,0.0094,0.0000,0.0000,0.0053,0.7162,0.0113,0.0005,0.0005,0.0001,0.2001,0.0705,0.0007,1,1,21.0,81.7,343.3
96,3.200,haar,0.2116,Anger,CONC,---,AMBIGUOUS,---,0.0006,0.3280,0.7613,0.0370,0.0266,0.2116,0.0152,0.0153,0.0770,0.0000,0.0119,0.0036,0.0222,-0.000258,IDLE,0,-0.1598,0.0000,0.0829,0.2359,0.0007,0.0048,0.0027,0.5789,0.3808,0.0102,0.0112,0.0003,0.0004,0.0000,0.0000,0.0103,0.0000,0.0000,0.0000,0.0000,0.0030,0.0000,0.0000,0.0062,0.0266,0.0143,0.0210,0.7613,0.0085,0.0006,0.0006,0.0001,0.1674,0.0605,0.0010,1,1,19.7,81.7,343.3
97,3.233,haar,0.2234,Anger,CONC,---,AMBIGUOUS,---,0.0006,0.3472,0.7969,0.0378,0.0091,0.2234,0.0155,0.0155,0.0811,0.0000,0.0118,0.0031,0.0222,-0.000170,IDLE,0,-0.1759,0.0000,0.1012,0.2499,0.0007,0.0050,0.0026,0.5875,0.3730,0.0105,0.0110,0.0003,0.0004,0.0000,0.0000,0.0097,0.0000,0.0000,0.0000,0.0000,0.0080,0.0000,0.0000,0.0000,0.0091,0.0000,0.0246,0.7969,0.0097,0.0005,0.0006,0.0001,0.1388,0.0527,0.0007,1,1,20.4,81.7,343.3
98,3.267,haar,0.2236,Anger,CONC,---,AMBIGUOUS,---,0.0006,0.3472,0.7969,0.0383,0.0108,0.2236,0.0157,0.0157,0.0812,0.0000,0.0120,0.0032,0.0222,-0.000084,IDLE,0,-0.1852,0.0000,0.1122,0.2576,0.0007,0.0052,0.0026,0.5898,0.3679,0.0108,0.0109,0.0003,0.0004,0.0000,0.0000,0.0094,0.0000,0.0000,0.0000,0.0000,0.0056,0.0000,0.0000,0.0000,0.0108,0.0000,0.0140,0.7969,0.0097,0.0005,0.0006,0.0001,0.1388,0.0527,0.0007,1,1,19.5,81.7,343.3
99,3.300,haar,0.2259,Anger,CONC,---,AMBIGUOUS,---,0.0005,0.3513,0.7748,0.0379,0.0187,0.2259,0.0154,0.0155,0.0819,0.0000,0.0120,0.0035,0.0222,0.000002,IDLE,0,-0.1771,0.0000,0.1045,0.2491,0.0007,0.0052,0.0026,0.5925,0.3772,0.0102,0.0102,0.0002,0.0003,0.0000,0.0000,0.0101,0.0000,0.0000,0.0000,0.0000,0.0010,0.0000,0.0004,0.0187,0.0000,0.0000,0.0000,0.7748,0.0142,0.0007,0.0005,0.0001,0.1484,0.0608,0.0006,1,1,18.9,81.7,343.3
100,3.333,haar,0.0715,Sadness,CONC,---,AMBIGUOUS,---,0.0063,0.0941,0.4914,0.0375,0.0162,0.0715,0.0188,0.0180,0.0332,0.0000,0.0147,0.0109,0.0222,0.000007,IDLE,0,-0.1661,0.0000,0.0737,0.2581,0.0007,0.0021,0.0010,0.6578,0.3932,0.0108,0.0087,0.0002,0.0003,0.0000,0.0000,0.0096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0162,0.0000,0.0000,0.4212,0.0015,0.0012,0.0063,0.0001,0.0761,0.4914,0.0023,1,1,18.9,81.7,343.3
101,3.367,haar,0.0718,Sadness,CONC,---,AMBIGUOUS,---,0.0063,0.0941,0.4914,0.0383,0.0149,0.0718,0.0191,0.0183,0.0335,0.0000,0.0149,0.0110,0.0223,0.000013,IDLE,0,-0.1625,0.0000,0.0691,0.2552,0.0006,0.0017,0.0006,0.6645,0.4322,0.0109,0.0092,0.0002,0.0004,0.0000,0.0000,0.0099,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0084,0.0041,0.0149,0.0236,0.4212,0.0015,0.0012,0.0063,0.0001,0.0761,0.4914,0.0023,1,1,24.6,81.7,343.3
102,3.400,haar,0.0000,Sadness,CONC,---,AMBIGUOUS,---,0.0049,-0.0624,0.6951,0.0431,0.1466,0.0000,0.0202,0.0195,0.0029,0.0000,0.0183,0.0154,0.0223,0.000020,IDLE,0,-0.1559,0.0000,0.0474,0.2637,0.0008,0.0006,0.0002,0.7230,0.5432,0.0158,0.0120,0.0004,0.0005,0.0000,0.0000,0.0088,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0048,0.0000,0.1466,0.0829,0.1432,0.2349,0.0006,0.0013,0.0049,0.0001,0.0618,0.6951,0.0013,1,1,22.5,81.7,343.3
103,3.433,haar,0.0000,Sadness,CONC,---,AMBIGUOUS,---,0.0049,-0.0624,0.6951,0.0437,0.0211,0.0000,0.0204,0.0197,0.0031,0.0000,0.0160,0.0156,0.0224,0.000027,IDLE,0,-0.1404,0.0000,0.0506,0.2294,0.0010,0.0005,0.0002,0.7238,0.6086,0.0151,0.0127,0.0003,0.0004,0.0000,0.0000,0.0087,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0065,0.0000,0.0000,0.0211,0.0189,0.2349,0.0006,0.0013,0.0049,0.0001,0.0618,0.6951,0.0013,1,1,19.2,81.7,343.3
104,3.467,haar,0.0000,Sadness,CONC,---,AMBIGUOUS,---,0.0038,-0.0448,0.6809,0.0426,0.0716,0.0000,0.0193,0.0188,0.0057,0.0000,0.0161,0.0146,0.0225,0.000032,IDLE,0,-0.1481,0.0000,0.0680,0.2277,0.0009,0.0007,0.0002,0.6711,0.5894,0.0122,0.0151,0.0003,0.0004,0.0000,0.0000,0.0097,0.0000,0.0000,0.0000,0.0000,0.0069,0.0008,0.0000,0.0312,0.0000,0.0716,0.0000,0.2472,0.0009,0.0047,0.0038,0.0001,0.0611,0.6809,0.0013,1,1,20.1,81.7,343.3
105,3.500,haar,0.0025,Sadness,---,---,AMBIGUOUS,---,0.0026,-0.1006,0.7042,0.1571,0.0421,0.0025,0.0644,0.0642,0.0283,0.0000,0.0493,0.0512,0.0234,0.000126,IDLE,0,-0.1216,0.0000,0.0586,0.1841,0.0008,0.0011,0.0003,0.5666,0.5486,0.0133,0.0165,0.0002,0.0003,0.0000,0.0000,0.0091,0.0000,0.0000,0.0000,0.0000,0.0108,0.0020,0.0000,0.0000,0.0338,0.0421,3.4356,0.2047,0.0012,0.0017,0.0026,0.0001,0.0841,0.7042,0.0014,1,1,17.2,81.7,343.3
106,3.533,haar,0.0002,Sadness,---,---,AMBIGUOUS,---,0.0026,-0.1006,0.7042,0.1513,0.1576,0.0002,0.0621,0.0619,0.0266,0.0000,0.0499,0.0494,0.0243,0.000216,IDLE,0,-0.1059,0.0000,0.0689,0.1425,0.0010,0.0012,0.0003,0.5432,0.5438,0.0120,0.0217,0.0002,0.0003,0.0000,0.0000,0.0084,0.0000,0.0000,0.0000,0.0000,0.0035,0.0005,0.0057,0.0000,0.0000,0.1576,0.0000,0.2047,0.0012,0.0017,0.0026,0.0001,0.0841,0.7042,0.0014,1,1,17.8,81.7,343.3
107,3.567,haar,0.0000,Sadness,---,---,AMBIGUOUS,---,0.0022,-0.1547,0.7102,0.1425,0.0956,0.0000,0.0583,0.0582,0.0129,0.0000,0.0458,0.0492,0.0252,0.000299,IDLE,0,-0.0916,0.0000,0.0501,0.1324,0.0010,0.0015,0.0004,0.5355,0.4890,0.0152,0.0243,0.0003,0.0004,0.0000,0.0000,0.0058,0.0000,0.0000,0.0000,0.0000,0.0087,0.0042,0.0001,0.0000,0.0956,0.0771,0.0000,0.1570,0.0029,0.0014,0.0022,0.0002,0.1246,0.7102,0.0015,1,1,19.7,81.7,343.3
108,3.600,haar,0.0000,Sadness,---,---,AMBIGUOUS,---,0.0025,-0.1270,0.7165,0.1248,0.0485,0.0000,0.0514,0.0512,0.0133,0.0000,0.0397,0.0424,0.0259,0.000368,IDLE,0,-0.0687,0.0000,0.0436,0.0938,0.0027,0.0019,0.0006,0.4696,0.4506,0.0120,0.0211,0.0001,0.0001,0.0000,0.0000,0.0062,0.0000,0.0000,0.0000,0.0000,0.0122,0.0054,0.0485,0.0112,0.0000,0.0000,0.0000,0.1756,0.0021,0.0019,0.0025,0.0001,0.1001,0.7165,0.0012,1,1,18.8,81.7,343.3
109,3.633,haar,0.0000,Sadness,---,---,AMBIGUOUS,---,0.0036,-0.1904,0.7579,0.1333,0.2199,0.0000,0.0555,0.0553,0.0037,0.0000,0.0462,0.0495,0.0266,0.000442,IDLE,0,-0.1004,0.0001,0.0663,0.1339,0.0018,0.0018,0.0004,0.4794,0.4230,0.0165,0.0284,0.0003,0.0003,0.0001,0.0000,0.0043,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1354,0.2199,0.2566,0.1076,0.0013,0.0010,0.0036,0.0001,0.1262,0.7579,0.0023,1,1,23.4,81.7,343.3
110,3.667,haar,0.0000,Sadness,---,---,AMBIGUOUS,---,0.0036,-0.1904,0.7579,0.1288,0.0662,0.0000,0.0537,0.0534,0.0024,0.0000,0.0418,0.0479,0.0274,0.000512,IDLE,0,-0.0864,0.0001,0.0507,0.1217,0.0021,0.0019,0.0005,0.4712,0.4168,0.0156,0.0306,0.0002,0.0003,0.0001,0.0000,0.0041,0.0000,0.0000,0.0000,0.0000,0.0019,0.0018,0.0095,0.0000,0.0000,0.0662,0.0000,0.1076,0.0013,0.0010,0.0036,0.0001,0.1262,0.7579,0.0023,1,1,20.5,81.7,343.3
111,3.700,haar,0.0000,Sadness,---,---,AMBIGUOUS,---,0.0029,-0.2237,0.7163,0.1328,0.0098,0.0000,0.0549,0.0547,0.0000,0.0000,0.0415,0.0490,0.0282,0.000581,IDLE,0,-0.1072,0.0000,0.0498,0.1642,0.0019,0.0017,0.0003,0.4941,0.3990,0.0136,0.0267,0.0002,0.0002,0.0000,0.0000,0.0045,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0098,0.0000,0.0000,0.1192,0.1067,0.0026,0.0008,0.0029,0.0003,0.1682,0.7163,0.0021,1,1,20.3,81.7,343.3
112,3.733,haar,0.0000,Sadness,---,---,AMBIGUOUS,---,0.0027,-0.1925,0.7468,0.1373,0.4343,0.0000,0.0566,0.0563,0.0040,0.0000,0.0512,0.0496,0.0290,0.000654,IDLE,0,-0.1151,0.0001,0.0604,0.1695,0.0016,0.0017,0.0002,0.4775,0.3926,0.0181,0.0411,0.0002,0.0002,0.0001,0.0001,0.0045,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0023,0.1348,0.4343,0.1342,0.1225,0.0022,0.0012,0.0027,0.0003,0.1228,0.7468,0.0015,1,1,18.2,81.7,343.3
113,3.767,haar,0.0000,Sadness,---,---,AMBIGUOUS,---,0.0027,-0.1925,0.7468,0.1255,0.1143,0.0000,0.0518,0.0516,0.0005,0.0000,0.0413,0.0455,0.0297,0.000719,IDLE,0,-0.0906,0.0000,0.0506,0.1305,0.0018,0.0019,0.0003,0.4242,0.3933,0.0130,0.0450,0.0001,0.0001,0.0000,0.0000,0.0046,0.0000,0.0000,0.0000,0.0000,0.0070,0.0028,0.0059,0.0019,0.0000,0.1143,0.0000,0.1225,0.0022,0.0012,0.0027,0.0003,0.1228,0.7468,0.0015,1,1,20.9,81.7,343.3
114,3.800,haar,0.0000,Sadness,---,---,AMBIGUOUS,---,0.0029,-0.0848,0.6612,0.1184,0.1494,0.0000,0.0491,0.0488,0.0200,0.0000,0.0400,0.0394,0.0303,0.000689,IDLE,0,-0.0712,0.0001,0.0504,0.0920,0.0016,0.0020,0.0004,0.4514,0.3710,0.0180,0.0295,0.0001,0.0001,0.0001,0.0000,0.0039,0.0000,0.0000,0.0000,0.0000,0.0033,0.0024,0.0000,0.0000,0.1494,0.0000,0.0000,0.1982,0.0025,0.0018,0.0029,0.0002,0.1320,0.6612,0.0012,1,1,21.0,81.7,343.3
